Elapsed Time (ms),Skydel SV ID,PRN,GPS TOW,GPS Week Number,Subframe,Page,Navigation Message (Hex),Modified
360000,6,6,389160.000,2279,3,5,553F5790 50183FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 18B447F0 00000000,No
360000,9,9,389160.000,2279,3,5,553F5790 50183FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 244FBF48 00000000,No
360000,10,10,389160.000,2279,3,5,553F5790 50183FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 287DD890 00000000,No
372000,2,2,389172.000,2279,4,5,553F5818 50187FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 09352E10 00000000,No
372000,3,3,389172.000,2279,4,5,553F5818 50187FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 0F2C1DFC 00000000,No
372000,6,6,389172.000,2279,4,5,553F5818 50187FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 1B7AB594 00000000,No
372000,9,9,389172.000,2279,4,5,553F5818 50187FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 27814D2C 00000000,No
372000,10,10,389172.000,2279,4,5,553F5818 50187FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 2BB32AF4 00000000,No
384000,2,2,389184.000,2279,1,-1,553F5880 E7CE1BF4 045C0017 BB3F000D C600000F F19B107F E6FFE751 9DFB3006 218EACB4 00000000,No
384000,3,3,389184.000,2279,1,-1,553F5880 E7CB51E0 039C0017 BB3F4007 8200000C 819DA940 1D804222 87332BF8 5044EACC 00000000,No
